house_bill_number,title,significance,date_filed,principal_authors,date_read,primary_referral,mother_bill_status,status
HB09089,"AN ACT PROVIDING FOR A TEN THOUSAND PESOS (P10,000) EMERGENCY CASH AID FOR FAMILIES AFFECTED BY THE SEVERE ECONOMIC DOWNTURN AND SERIES OF CALAMITIES AMID THE COVID-19 PANDEMIC",NATIONAL,2021-03-23,"BROSAS, ARLENE D.; ZARATE, CARLOS ISAGANI T.; GAITE, FERDINAND R.; CULLAMAT, EUFEMIA ""KA FEMIA"" C.; CASTRO, FRANCE L.; ELAGO, SARAH JANE I.; ",2021-03-25,ECONOMIC AFFAIRS,"Approved by the House on 2021-06-01, transmitted to the Senate on 2021-06-02 and received by the Senate on 2021-06-02",Consolidated into HB09411
HB09090,"AN ACT AMENDING REPUBLIC ACT NO. 386, OTHERWISE KNOWN AS THE CIVIL CODE, ARTICLE 1723, ON THE LIABILITY OF ENGINEERS, ARCHITECTS OR CONTRACTORS ARISING FROM NON-OBSERVANCE OF PLANS AND SPECIFICATIONS OR THE USE OF MATERIALS OF INFERIOR QUALITY",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,REVISION OF LAWS,,Pending with the Committee on REVISION OF LAWS since 2021-03-25
HB09091,"AN ACT AMENDING REPUBLIC ACT NO. 6713, ALSO KNOWN AS AN ACT ESTABLISHING A CODE OF CONDUCT AND ETHICAL STANDARDS FOR PUBLIC OFFICIALS AND EMPLOYEES TO UPHOLD THE TIME-HONORED PRINCIPLE OF PUBLIC OFFICE BEING A PUBLIC TRUST, GRANTING INCENTIVES AND REWARDS FOR EXEMPLARY SERVICE, ENUMERATING PROHIBITED ACTS AND TRANSACTIONS AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,CIVIL SERVICE AND PROFESSIONAL REGULATION,,Pending with the Committee on CIVIL SERVICE AND PROFESSIONAL REGULATION since 2021-03-25
HB09092,"AN ACT AMENDING ARTICLE 245 OF THE PENAL CODE, ENTITLED ""ABUSE AGAINST CHASTITY,"" BY RENAMING THE FELONY TO ""SEXUAL HARASSMENT BY PUBLIC OFFICERS"" AND ADDING ANOTHER PARAGRAPH TO BE CITED AS PARAGRAPH THREE (3) DEALING WITH CASES NOT FALLING WITHIN THE COVERAGE OF PARAGRAPHS ONE (1) AND TWO (2) OF THE SAME ARTICLE",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,REVISION OF LAWS,,Pending with the Committee on REVISION OF LAWS since 2021-03-25
HB09093,AN ACT AUTHORIZING THE DEPARTMENT OF HEALTH TO CARRY OUT PROGRAMS AND GRANTS REGARDING THE PREVENTION AND MANAGEMENT OF ASTHMA AND RELATED RESPIRATORY PROBLEMS FOR LOW-INCOME FAMILIES AND COMMUNITIES,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,HEALTH,,Pending with the Committee on HEALTH since 2021-03-25
HB09094,AN ACT PROVIDING FOR AVIATION NOISE MANAGEMENT AND REDUCTION IN RESIDENTIAL AREAS,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,TRANSPORTATION,,Pending with the Committee on TRANSPORTATION since 2021-03-25
HB09095,AN ACT TO ENSURE EVERY PREGNANT WOMAN’S ACCESS TO A SKILLED BIRTH ATTENDANT AT THE TIME OF CHILDBIRTH AND IMMEDIATELY THEREAFTER,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,HEALTH,,Pending with the Committee on HEALTH since 2021-03-25
HB09096,AN ACT TO IMPROVE THE QUALITY OF BEACHES AND COASTAL RECREATION WATER,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,ECOLOGY,,Pending with the Committee on ECOLOGY since 2021-03-25
HB09097,"AN ACT TO REQUIRE THAT HEALTH PLANS PROVIDE COVERAGE FOR A MINIMUM HOSPITAL STAY FOR MASTECTOMIES, LUMPECTOMIES, AND LYMPH NODE DISSECTION FOR THE TREATMENT OF BREAST CANCER AND COVERAGE FOR SECONDARY CONSULTATIONS",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,HEALTH,,Pending with the Committee on HEALTH since 2021-03-25
HB09098,AN ACT TO REQUIRE THE PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY (PHIVOLCS) AND THE PHILIPPINE ATMOSPHERIC GEOPHYSICAL AND ASTRONOMICAL SERVICES ADMINISTRATION (PAGASA) TO ESTABLISH THE NATURAL CALAMITIES’ HAZARD MITIGATION PROGRAM,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,SCIENCE AND TECHNOLOGY,,Pending with the Committee on SCIENCE AND TECHNOLOGY since 2021-03-25
HB09099,AN ACT REQUIRING GOVERNMENT AGENCIES AND NON-GOVERNMENT AGENCIES TO REGISTER ALL OFFENDERS CONVICTED OF ANY ACT INVOLVING CHILD ABUSE WITH THE DEPARTMENT OF JUSTICE,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,JUSTICE,,Pending with the Committee on JUSTICE since 2021-03-25
HB09100,"AN ACT TO REDUCE AND PREVENT CHILDHOOD OBESITY BY ENCOURAGING SCHOOLS TO DEVELOP AND IMPLEMENT LOCAL, SCHOOL-BASED PROGRAMS DESIGNED TO REDUCE AND PREVENT CHILDHOOD OBESITY, PROMOTE INCREASED PHYSICAL ACTIVITY, AND IMPROVE NUTRITIONAL CHOICES",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2021-03-25
HB09101,AN ACT TO ESTABLISH A GRANT PROGRAM TO PROVIDE COMPREHENSIVE EYE EXAMINATIONS TO CHILDREN,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,HEALTH,,Pending with the Committee on HEALTH since 2021-03-25
HB09102,AN ACT CRIMINALIZING THE FAILURE OF OWNERS AND LESSORS OF RESIDENTIAL AND COMMERCIAL BUILDINGS TO COMPLY WITH NATIONAL AND LOCAL FIRE SAFETY LAWS,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,JUSTICE,,Pending with the Committee on JUSTICE since 2021-03-25
HB09103,AN ACT SECURING THE PHILIPPINE’S BORDERS TO MAKE MORE EFFECTIVE THE PROHIBITION AGAINST THE ENTRY OF ILLEGAL DRUGS INTO THE COUNTRY,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,DANGEROUS DRUGS,,Pending with the Committee on DANGEROUS DRUGS since 2021-03-25
HB09104,"AN ACT TO PROVIDE EATING DISORDERS AWARENESS, PREVENTION, AND EDUCATION AMONG ELEMENTARY, SECONDARY, AND COLLEGE STUDENTS, THEIR PARENTS, AND GUARDIANS",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2021-03-25
HB09105,"AN ACT TO INCLUDE IN THE CURRICULA OF ALL PUBLIC AND PRIVATE SCHOOLS, COLLEGES AND UNIVERSITIES A COMPREHENSIVE COURSE ON ETHICS AND VALUES FORMATION",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2021-03-25
HB09106,AN ACT PROHIBITING DISCRIMINATION IN THE PAYMENT OF WAGES ON ACCOUNT OF SEX,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,LABOR AND EMPLOYMENT,,Pending with the Committee on LABOR AND EMPLOYMENT since 2021-03-25
HB09107,AN ACT TO PROTECT CHILDREN FROM FOODS THAT POSE A SIGNIFICANT CHOKING HAZARD,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,WELFARE OF CHILDREN,,Pending with the Committee on WELFARE OF CHILDREN since 2021-03-25
HB09108,"AN ACT PROVIDING FOR FREE COMMUNICATION BY PROHIBITING CENSORSHIP IN ALL FORMS OF MEDIA THAT INTERFERES WITH THE RIGHTS OF FREE SPEECH, FREE PRESS, AND FREE EXPRESSION",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,PUBLIC INFORMATION,,Pending with the Committee on PUBLIC INFORMATION since 2021-03-25
HB09109,"AN ACT MANDATING THE USE OF ETHANOL AS ALTERNATIVE TRANSPORT FUEL, ESTABLISHING FOR THE PURPOSE THE NATIONAL FUEL ETHANOL PROGRAM, APPROPRIATING FUNDS THEREFOR",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,ENERGY,,Pending with the Committee on ENERGY since 2021-03-25
HB09110,"AN ACT IMPOSING CIVIL PENALTIES ON UNREASONABLE PRICE INCREASES FOR CRUDE OIL, RESIDUAL FUEL OIL, OR REFINED PETROLEUM PRODUCTS",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,ENERGY,,Pending with the Committee on ENERGY since 2021-03-25
HB09111,"AN ACT TO MANDATE A COMPREHENSIVE RESEARCH FOR THE PREVENTION, CONTROL, AND MEDICAL MANAGEMENT OF HEPATITIS C VIRUS INFECTION",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,HEALTH,,Pending with the Committee on HEALTH since 2021-03-25
HB09112,"AN ACT AMENDING ACT NO. 3815, AS AMENDED, OTHERWISE KNOWN AS THE PENAL CODE, ARTICLES 171 AND 172, IMPOSING STIFFER PENALTIES FOR THE FALSIFICATION OF TORRENS CERTIFICATES OF TITLE",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,JUSTICE,,Pending with the Committee on JUSTICE since 2021-03-25
HB09113,AN ACT TO PROVIDE ASSISTANCE FOR START-UP COSTS OF COMMUNITY PROGRAMS TO PREVENT RESIDENTIAL LEAD-BASED POISONING IN CHILDREN,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,WELFARE OF CHILDREN,,Pending with the Committee on WELFARE OF CHILDREN since 2021-03-25
HB09114,AN ACT ESTABLISHING A WELFARE AND SOCIAL ASSISTANCE PROGRAM TO   FAMILIES LEFT BEHIND BY OVERSEAS FILIPINO WORKERS,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,OVERSEAS WORKERS AFFAIRS,,Pending with the Committee on OVERSEAS WORKERS AFFAIRS since 2021-03-25
HB09115,"AN ACT PROVIDING THAT ALL EDUCATIONAL INSTITUTIONS, WHETHER PUBLIC OR PRIVATE, SHALL HOLD MANDATORY CONSULTATION WITH STUDENTS, PARENTS OR GUARDIANS, ALUMNI, TEACHERS, AND OTHER NON-TEACHING PERSONNEL ASSOCIATIONS, BEFORE INCREASING AND/OR ADDING MISCELLANEOUS FEES, OTHER FEES, AND PAID SERVICES",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2021-03-25
HB09116,"AN ACT AMENDING ACT NO. 3815, AS AMENDED, OTHERWISE KNOWN AS THE PENAL CODE, SECTION 248, TO DEFINE AND PENALIZE THE CRIME OF MURDER COMMITTED UNDER EXTRAORDINARY CIRCUMSTANCES",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,REVISION OF LAWS,,Pending with the Committee on REVISION OF LAWS since 2021-03-25
HB09117,AN ACT TO PREVENT LUXURIOUS CONDITIONS IN PRISONS,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,JUSTICE,,Pending with the Committee on JUSTICE since 2021-03-25
HB09118,"AN ACT AMENDING ACT NO. 3815, AS AMENDED, OTHERWISE KNOWN AS THE PENAL CODE, ARTICLE 310, TO INCREASE THE PENALTIES IN CERTAIN INSTANCES OF QUALIFIED THEFT",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,REVISION OF LAWS,,Pending with the Committee on REVISION OF LAWS since 2021-03-25
HB09119,"AN ACT AMENDING REPUBLIC ACT 386, ALSO KNOWN AS THE CIVIL CODE OF THE PHILIPPINES, ARTICLE 1032, ON UNWORTHINESS TO SUCCEED",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,REVISION OF LAWS,,Pending with the Committee on REVISION OF LAWS since 2021-03-25
HB09120,"AN ACT REPEALING  ACT  NO.  7160  ALSO  KNOWN  AS  THE  LOCAL  GOVERNMENT CODE OF 1991, SECTION 17 (B), PARAGRAPH 1(V), ON THE OBLIGATION OF LOCAL  GOVERNMENT  UNITS  TO  MAINTAIN  BARANGAY  ROADS,  BRIDGES AND WATER SUPPLY SYSTEMS",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2021-03-25
HB09121,AN ACT ESTABLISHING THE OFFICE OF RESEARCH ON WOMEN’S HEALTH,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,HEALTH,,Pending with the Committee on HEALTH since 2021-03-25
HB09122,AN ACT PROVIDING FOR RESTRICTIONS ON GARNISHMENT OF COMPENSATION DUE FOR PERSONAL SERVICES,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,LABOR AND EMPLOYMENT,,Pending with the Committee on LABOR AND EMPLOYMENT since 2021-03-25
HB09123,"AN ACT REQUIRING THE DEPARTMENT OF ENVIRONMENT AND NATURAL RESOURCES TO CONDUCT A FEASIBILITY STUDY FOR APPLYING AIRPORT BUBBLES AS A METHOD OF IDENTIFYING, ASSESSING, AND REDUCING THE ADVERSE ENVIRONMENTAL IMPACTS OF THE AIRPORT GROUND AND FLIGHT OPERATIONS AND IMPROVING THE OVERALL QUALITY OF THE ENVIRONMENT",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,ECOLOGY,,Pending with the Committee on ECOLOGY since 2021-03-25
HB09124,AN ACT TO PROVIDE GRANTS TO LOCAL GOVERNMENT UNITS   FOR SUPERVISED VISITATION CENTERS,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2021-03-25
HB09125,"AN ACT TO IMPROVE THE SAFETY OF NON-MOTORIZED TRANSPORTATION, INCLUDING PEDESTRIAN AND BICYCLE SAFETY, IN THE VICINITY OF SCHOOLS",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,TRANSPORTATION,,Pending with the Committee on TRANSPORTATION since 2021-03-25
HB09126,AN ACT PROVIDING FOR THE PREVENTION AND TREATMENT OF DRUG AND ALCOHOL ABUSE AMONG HIGH RISK YOUTH,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,YOUTH AND SPORTS DEVELOPMENT,,Pending with the Committee on YOUTH AND SPORTS DEVELOPMENT since 2021-03-25
HB09127,"AN ACT TO EMPOWER THE DEPARTMENT OF EDUCATION (DEPED), THE   COMMISSION ON HIGHER EDUCATION (CHED), AND THE TECHNICAL   EDUCATION AND SKILLS DEVELOPMENT AUTHORITY (TESDA) TO REQUIRE   ALL THE SCHOOL HEADS TO REPORT ALL THE INCIDENTS OF STUDENT   SUICIDE IN THEIR RESPECTIVE SCHOOLS, WHETHER CONSUMMATED,   FRUSTRATED, OR ATTEMPTED, AND TO PROVIDE A PROGRAM FOR STUDENT SUICIDE EARLY INTERVENTION AND PREVENTION",NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2021-03-25
HB09128,AN ACT TO SUPPORT BUSINESS INCUBATION IN ACADEMIC SETTINGS,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,HIGHER AND TECHNICAL EDUCATION,,Pending with the Committee on HIGHER AND TECHNICAL EDUCATION since 2021-03-25
HB09129,AN ACT TO ESTABLISH THERAPEUTIC EQUIVALENCE REQUIREMENTS   FOR GENERIC DRUGS,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,HEALTH,,Pending with the Committee on HEALTH since 2021-03-25
HB09130,AN ACT TO PROVIDE FOR UNIFORM WARNINGS ON PERSONAL PROTECTIVE EQUIPMENT FOR OCCUPATIONAL USE,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,LABOR AND EMPLOYMENT,,Pending with the Committee on LABOR AND EMPLOYMENT since 2021-03-25
HB09131,AN ACT TO PROVIDE TRAINING ON VIOLENCE PREVENTION TO PROFESSIONALS WHO WORK WITH CHILDREN,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,WELFARE OF CHILDREN,,Pending with the Committee on WELFARE OF CHILDREN since 2021-03-25
HB09132,AN ACT TO ESTABLISH A NATIONAL PROGRAM THAT WILL PROVIDE PREGNANT WOMEN WITH ALTERNATIVES TO ABORTION,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,WOMEN AND GENDER EQUALITY,,Pending with the Committee on WOMEN AND GENDER EQUALITY since 2021-03-25
HB09133,AN ACT REQUIRING THE DEPARTMENT OF AGRARIAN REFORM AND THE DEPARTMENT OF AGRICULTURE TO SUBMIT AN ANNUAL REPORT TO CONGRESS ON STATISTICS RELATING TO THE CONVERSION OF AGRICULTURAL LAND TO NON-AGRICULTURAL USES INCLUDING A REVIEW OF EXISTING POLICIES AND PROCEDURES,NATIONAL,2021-03-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2021-03-25,AGRARIAN REFORM,,Pending with the Committee on AGRARIAN REFORM since 2021-03-25
HB09134,"AN ACT EXPANDING ENTERPRISE-BASED EDUCATION AND TRAINING, AND APPROPRIATING FUNDS THEREFOR",NATIONAL,2021-03-23,"TAMBUNTING, JOY MYRA S.",2021-03-25,HIGHER AND TECHNICAL EDUCATION,,Pending with the Committee on HIGHER AND TECHNICAL EDUCATION since 2021-03-25
HB09135,"AN ACT EXPANDING THE COVERAGE OF THE TELECOMMUTING ACT AND PROVIDING INCENTIVES FOR TELECOMMUTING EMPLOYEES, AMENDING FOR THE PURPOSE, REPUBLIC ACT NO. 11165, OTHERWISE KNOWN AS THE TELECOMMUTING ACT AND FOR OTHER PURPOSES",NATIONAL,2021-03-23,"TAMBUNTING, JOY MYRA S.",2021-03-25,LABOR AND EMPLOYMENT,,Pending with the Committee on LABOR AND EMPLOYMENT since 2021-03-25
HB09136,"AN ACT CREATING THE POSITION OF THE MUNICIPAL GENERAL SERVICES OFFICER IN MUNICIPAL GOVERNMENTS, AMENDING SECTION 443 (a) AND SECTION 490 (a) OF REPUBLIC ACT NO. 7160, OTHERWISE KNOWN AS THE LOCAL GOVERNMENT CODE OF 1991",NATIONAL,2021-03-23,"TAMBUNTING, JOY MYRA S.",2021-03-25,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2021-03-25
HB09137,"AN ACT AMENDING REPUBLIC ACT NO. 7925, OTHERWISE KNOWN AS THE ""PUBLIC TELECOMMUNICATIONS POLICY ACT OF THE PHILIPPINES"", BY REQUIRING PUBLIC TELECOMMUNICATIONS ENTITIES AND INTERNET SERVICE PROVIDERS TO INSTITUTE A REFUND MECHANISM FOR SERVICE OUTAGES AND DISRUPTIONS",NATIONAL,2021-03-23,"TAMBUNTING, JOY MYRA S.",2021-03-25,INFORMATION AND COMMUNICATIONS TECHNOLOGY,,Pending with the Committee on INFORMATION AND COMMUNICATIONS TECHNOLOGY since 2021-03-25
HB09138,AN ACT TO PROVIDE YOUTH SUICIDE INTERVENTION AND PREVENTION,NATIONAL,2021-03-23,"TAMBUNTING, JOY MYRA S.",2021-03-25,HEALTH,,Pending with the Committee on HEALTH since 2021-03-25
HB09139,"AN ACT  IMPROVING  TEACHER  QUALITY  THROUGH  THE  ESTABLISHMENT  OF  A TEACHER EDUCATION FOR ACHIEVERS PROGRAM, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",NATIONAL,2021-03-23,"BENITEZ, JOSE FRANCISCO ""KIKO"" B.",2021-03-25,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2021-03-25
HB09140,"AN ACT 
ESTABLISHING THE SPECIFIC FOREST LIMITS OF 
THE PROVINCE OF SIQUIJOR",LOCAL,2021-03-23,"VILLA, JAKE VINCENT; BARZAGA, ELPIDIO JR. F.; YAP, ERIC G.; ",2021-03-25,NATURAL RESOURCES,,"Approved by the House on 2021-05-26, transmitted to the Senate on 2021-05-27 and received by the Senate on 2021-05-27"
HB09141,"AN ACT RENAMING THE LABOYAO BRIDGE LOCATED IN BRGY.LONOY, CALBAYOG CITY, PROVINCE OF SAMAR AS MAYOR RONALDO P. AQUINO BRIDGE",LOCAL,2021-03-24,"SARMIENTO, EDGAR S.",2021-03-25,PUBLIC WORKS AND HIGHWAYS,,Pending with the Committee on PUBLIC WORKS AND HIGHWAYS since 2021-03-25
HB09142,"AN ACT
ESTABLISHING A TRANSCENDENT UNIFIED GOVERNMENT MOBILE APPLICATION FOR GOVERNMENT SERVICES, SETTING A FRAMEWORK AND
COMMON STANDARDS FOR GOVERNMENT MOBILE APPLICATIONS AND APPROPRIATING FUNDS THEREFOR",NATIONAL,2021-03-24,"GARCIA, PABLO JOHN F.; YAP, VICTOR A.; YAP, ERIC G.; SY-ALVARADO, ""KUYA"" JOSE ANTONIO R.; DALIPE, MANUEL JOSE ""MANNIX"" M.; ESCUDERO, EVELINA G.; SINGSON-MEEHAN, KRISTINE; ARENAS, ROSE MARIE ""BABY"" J.; OAMINAL, HENRY S.; SAVELLANO, DEOGRACIAS VICTOR ""DV"" B.; RODRIGUEZ, RUFUS B.; REVILLA, STRIKE B.; TAMBUNTING, JOY MYRA S.; VIOLAGO, MICAELA S.; TIANGCO, JOHN REYNALD M.; BENITEZ, JOSE FRANCISCO ""KIKO"" B.; BIAZON, RUFFY B.; BORDADO, GABRIEL JR. H.; DUJALI, ALAN ""ALDU"" R.; DY, FAUSTINO ""INNO"" V A.; DY, FAUSTINO MICHAEL CARLOS III T.; DY, IAN PAUL L.; NATIVIDAD-NAGAÑO, MARICEL G., MD.; TAN, ALYSSA SHEENA P.; GARCIA, JOSE ENRIQUE ""JOET"" III S.; DE VENECIA, CHRISTOPHER V.P.; QUIMBO, STELLA LUZ A.; CALDERON, PETER JOHN D.; CAMPOS, LUIS JR. N.; CUA, JUNIE E.; CUARESMA, LUISA LLOREN; RUIZ DAZA, PAUL; DUAVIT, JOHN MICHAEL R.; FRASCO, VINCENT FRANCO ""DUKE"" D.; GASATAYA, GREG G.; GONZAGA, RUWEL PETER S.; HARESCO, TEODORICO JR. T.; MOMO, ROMEO S.; SAGARBARRIA, MANUEL T.; TEJADA, JOSE ""PING-PING"" I.; ALBANO, ANTONIO ""TONYPET"" T.; BALINDONG, YASSER ALONTO; BASCUG, ALFEL M.; CABATBAT, ARGEL JOSEPH T.; CAMINERO, WILFREDO ""WILLY"" S.; CARI, CARL NICOLAS C.; DAGOOC, SERGIO C.; DELOSO-MONTALLA, CHERYL P.; DIMAPORO, ABDULLAH D.; DIMAPORO, MOHAMAD KHALID Q.; GORRICETA, MICHAEL B.; GULLAS, EDUARDO ""EDDIE"" R.; GUYA, GODOFREDO N.; LABADLABAD, GLONA G.; MACEDA, EDWARD VERA PEREZ; ONG, JOSE ""JUN"" JR. L.; ORTEGA, PABLO C.; REYES, ALLAN BENEDICT S.; ROMAN, GERALDINE B.; TAN, ANGELINA ""HELEN"" D.L. M.D.; TORRES-GOMEZ, LUCY; TUTOR, KRISTINE ALEXIE B.; VARGAS ALFONSO, SAMANTHA LOUISE; VERGARA, ROSANNA ""RIA""; DE JESUS, PRESLEY CHENG; DEFENSOR, LORENZ R.; ENVERGA, WILFRIDO MARK M.; FLORES, JONATHAN KEITH T.; GO, MARK O.; LOYOLA, DAHLIA A.; ROBES, FLORIDA ""RIDA"" P.; SAULOG, IRENE GAY F.; ",2021-03-25,INFORMATION AND COMMUNICATIONS TECHNOLOGY,,"Approved by the House on 2021-07-28, transmitted to the Senate on 2021-07-29 and received by the Senate on 2021-07-29"
