,amenity,building,shop,office,way
7542,,,,,POINT (121.0763938 14.6494053)
7543,shelter,,,,POINT (121.0763244 14.6494436)
7544,,,computer,,POINT (121.0766132 14.6497693)
7545,,apartments,,,POINT (121.0767222 14.6497778)
7546,,apartments,,,POINT (121.0768157 14.6499001)
7547,,apartments,,,POINT (121.0768763 14.6499688)
7548,,,computer,,POINT (121.0771847 14.6501585)
7549,,,,,POINT (121.0696221 14.6515388)
7550,bench,,,,POINT (121.0697638 14.6515354)
7551,,,,,POINT (121.0707105 14.650434)
7552,parking,,,,POINT (121.0716318 14.650984)
7553,shelter,,,,POINT (121.0714333 14.6512227)
7554,,,,research,POINT (121.0703107 14.6518369)
7555,,,,yes,POINT (121.0703127 14.6519446)
7556,,,,,POINT (121.0703745 14.6521822)
7557,,,,,POINT (121.0703798 14.6523093)
7558,parking,,,,POINT (121.0705441 14.652259)
7559,,,kiosk,,POINT (121.069903 14.6524226)
7560,,,,,POINT (121.0705032 14.652382)
7561,shelter,,,,POINT (121.0705043 14.6524682)
7562,,,,,POINT (121.0706266 14.6523872)
7563,,,,,POINT (121.0706911 14.6525218)
7564,,,,,POINT (121.0708632 14.6524317)
7565,parking,,,,POINT (121.0709108 14.6526888)
7566,fast_food,,,,POINT (121.0713448 14.6527714)
7567,,,,,POINT (121.071476 14.6524773)
7568,,,,,POINT (121.071529 14.652479)
7569,,,,,POINT (121.0717541 14.6524842)
7570,,,kiosk,,POINT (121.072036 14.6524164)
7571,bench,,,,POINT (121.0721434 14.6502861)
7572,bench,,,,POINT (121.0721756 14.6502768)
7573,cafe,,,,POINT (121.074703 14.6506135)
7574,library,,,,POINT (121.0721962 14.6522415)
7575,,,kiosk,,POINT (121.0728018 14.6522936)
7576,,,kiosk,,POINT (121.0728056 14.6523333)
7577,,,kiosk,,POINT (121.0728272 14.652368)
7578,shelter,,,,POINT (121.073107 14.6524945)
7579,,,,,POINT (121.072835 14.6525756)
7580,,,,,POINT (121.0729339 14.6526064)
7581,parking,,,,POINT (121.0732778 14.6524079)
7582,shelter,,,,POINT (121.0731767 14.6524893)
7583,shelter,,,,POINT (121.0732384 14.6524945)
7584,shelter,,,,POINT (121.0733175 14.6524919)
7585,shelter,,,,POINT (121.0733846 14.6524867)
7586,,,,,POINT (121.0728313 14.6527122)
7587,,,,,POINT (121.0729688 14.6528237)
7588,,,,,POINT (121.0742305 14.6525842)
7589,,,,,POINT (121.0743054 14.6526145)
7590,,college,,,POINT (121.0698884 14.6534695)
7591,,,,,POINT (121.0701389 14.6533056)
7592,,,,,POINT (121.0706436 14.6532001)
7593,,,kiosk,,POINT (121.0706878 14.6532002)
7594,restaurant,,,,POINT (121.0704325 14.6533833)
7595,,,,,POINT (121.0704142 14.6534155)
7596,,,,,POINT (121.0696245 14.6538591)
7597,bench,,,,POINT (121.0694271 14.6539261)
7598,,,,,POINT (121.0695211 14.6539276)
7599,,,,,POINT (121.0696808 14.6537901)
7600,,,,,POINT (121.0698358 14.653862)
7601,,,,,POINT (121.0698801 14.6537622)
7602,,,,,POINT (121.0699261 14.6538632)
7603,,,,,POINT (121.0697262 14.6539308)
7604,,,,,POINT (121.0694488 14.6541328)
7605,,,,,POINT (121.0696938 14.6541375)
7606,,,,,POINT (121.0699259 14.6541406)
7607,,,,,POINT (121.0703064 14.6538684)
7608,bench,,,,POINT (121.0700577 14.6539361)
7609,,,,,POINT (121.070088 14.6539366)
7610,bench,,,,POINT (121.0703599 14.6539409)
7611,,,,,POINT (121.0705984 14.6538724)
7612,,,,,POINT (121.0704856 14.6539429)
7613,,,,,POINT (121.0705571 14.653944)
7614,,,,,POINT (121.0701409 14.6541441)
7615,,,,,POINT (121.0703338 14.6541498)
7616,,,,,POINT (121.0705019 14.6541482)
7617,,,,research,POINT (121.070854 14.6536485)
7618,,,,therapist,POINT (121.0713792 14.6535565)
7619,,,,,POINT (121.0713225 14.6536613)
7620,,,,,POINT (121.0716929 14.6535887)
7621,,,,,POINT (121.0707521 14.6538516)
7622,,,,,POINT (121.0708788 14.6538522)
7623,,,,,POINT (121.0708476 14.6539486)
7624,,,,,POINT (121.070984 14.6539508)
7625,,,,,POINT (121.0710364 14.6539516)
7626,,,,,POINT (121.0711096 14.6538565)
7627,parking,,,,POINT (121.0713688 14.6537285)
7628,,,,,POINT (121.0713689 14.6538598)
7629,bench,,,,POINT (121.0710654 14.653952)
7630,,,,,POINT (121.0710952 14.6539525)
7631,,,,,POINT (121.0712143 14.6539544)
7632,,,,,POINT (121.0713231 14.6539561)
7633,bench,,,,POINT (121.0713592 14.6539567)
7634,,,,,POINT (121.0713842 14.6539571)
7635,fast_food,,,,POINT (121.0710954 14.6542953)
7636,fast_food,,,,POINT (121.0711356 14.6543238)
7637,,,,,POINT (121.0715566 14.6538624)
7638,,,,,POINT (121.07161 14.6538632)
7639,,,,,POINT (121.0714234 14.6539577)
7640,,,,,POINT (121.0715153 14.6539592)
7641,,,,,POINT (121.0716364 14.6539611)
7642,bench,,,,POINT (121.0717148 14.6539623)
7643,,,,,POINT (121.0718083 14.6539096)
7644,,,,,POINT (121.0718796 14.6539099)
7645,,,,,POINT (121.0717533 14.6539629)
7646,,,,,POINT (121.0718047 14.6539638)
7647,bench,,,,POINT (121.0718787 14.6539649)
7648,,,,,POINT (121.0718931 14.6539652)
7649,,,,,POINT (121.0720462 14.6539676)
7650,,,,,POINT (121.06975 14.6546111)
7651,waste_basket,,,,POINT (121.0696944 14.6548889)
7652,waste_basket,,,,POINT (121.0697222 14.6548889)
7653,,,,,POINT (121.0698886 14.6548703)
7654,,,,,POINT (121.0706667 14.6549167)
7655,waste_basket,,,,POINT (121.0696944 14.6553056)
7656,,,,,POINT (121.0698772 14.6553828)
7657,waste_basket,,,,POINT (121.0696944 14.65575)
7658,,,,,POINT (121.0708209 14.6545426)
7659,,,,,POINT (121.0708611 14.6546111)
7660,,,,,POINT (121.0710605 14.654671)
7661,,,,,POINT (121.07075 14.6548056)
7662,,,,,POINT (121.0708333 14.65475)
7663,bench,,,,POINT (121.0708058 14.6549722)
7664,,,,,POINT (121.0708607 14.6549854)
7665,bench,,,,POINT (121.0708056 14.655)
7666,bench,,,,POINT (121.0708058 14.655)
7667,bench,,,,POINT (121.07075 14.6550833)
7668,bench,,,,POINT (121.0707778 14.6551111)
7669,bench,,,,POINT (121.0707778 14.6552222)
7670,,,,,POINT (121.0709425 14.655081)
7671,bench,,,,POINT (121.0707778 14.6553056)
7672,bench,,,,POINT (121.0708333 14.6553056)
7673,,,kiosk,,POINT (121.0708333 14.6554167)
7674,,,,,POINT (121.07075 14.6554722)
7675,,,,,POINT (121.0708164 14.655491)
7676,,,kiosk,,POINT (121.0708333 14.6555833)
7677,,,,,POINT (121.0710441 14.6555236)
7678,,,kiosk,,POINT (121.0708056 14.6556667)
7679,restaurant,,,,POINT (121.0708881 14.6556373)
7680,restaurant,,,,POINT (121.070993 14.6556316)
7681,parking,,,,POINT (121.0710376 14.6556464)
7682,parking,,,,POINT (121.0726523 14.653323)
7683,,,,,POINT (121.0722107 14.6536795)
7684,,,,,POINT (121.0728611 14.6534444)
7685,,,,,POINT (121.0728602 14.6536211)
7686,,,,,POINT (121.0721011 14.6538134)
7687,,,,,POINT (121.0721369 14.6538688)
7688,,,,,POINT (121.0722771 14.6538703)
7689,,,,,POINT (121.0720855 14.6539682)
7690,bench,,,,POINT (121.0721174 14.6539687)
7691,,,,,POINT (121.0721553 14.6539693)
7692,,,,,POINT (121.0723734 14.6539167)
7693,,,,,POINT (121.0723138 14.6539718)
7694,,,,,POINT (121.0723667 14.6539727)
7695,,,,,POINT (121.0724073 14.6539733)
7696,bench,,,,POINT (121.0724513 14.653974)
7697,,,,,POINT (121.0725085 14.6539749)
7698,,,,,POINT (121.0725606 14.6539757)
7699,,,,,POINT (121.0726314 14.6539769)
7700,,,,,POINT (121.0726973 14.6539918)
7701,social_facility,,,,POINT (121.0730704 14.6537371)
7702,,,,,POINT (121.0727819 14.6538805)
7703,,,,,POINT (121.072786 14.6540433)
7704,,,kiosk,,POINT (121.0729151 14.653974)
7705,,,,,POINT (121.0730336 14.6538953)
7706,social_facility,,,,POINT (121.0731188 14.6537143)
7707,,,,,POINT (121.073215 14.6537061)
7708,,,,,POINT (121.0732443 14.6537072)
7709,,,,,POINT (121.0732161 14.6537716)
7710,,,,,POINT (121.073217 14.6537973)
7711,,,,,POINT (121.0732152 14.653818)
7712,,,,,POINT (121.0732152 14.6538454)
7713,,,,,POINT (121.0732152 14.6538729)
7714,,,,,POINT (121.0732135 14.6538996)
7715,,,,,POINT (121.0732135 14.6539236)
7716,,,,,POINT (121.0731531 14.6539635)
7717,,,,,POINT (121.0731522 14.6539833)
7718,,,,,POINT (121.0731531 14.6540056)
7719,,,,,POINT (121.0731531 14.6540331)
7720,waste_basket,,,,POINT (121.0733099 14.6539425)
7721,,,,,POINT (121.0729822 14.65419)
7722,,,,,POINT (121.0730888 14.6543776)
7723,,,,,POINT (121.0731522 14.6540555)
7724,,,,,POINT (121.0731522 14.6540786)
7725,atm,,,,POINT (121.0734419 14.6541899)
7726,,,,,POINT (121.0732151 14.654304)
7727,,,,,POINT (121.0733333 14.6543333)
7728,fast_food,,,,POINT (121.0745613 14.6532004)
7729,fast_food,,,,POINT (121.074552 14.6532973)
7730,,,,,POINT (121.0744616 14.6534378)
7731,,,,,POINT (121.0741859 14.6535897)
7732,fast_food,,,,POINT (121.0745594 14.6533628)
7733,fast_food,,,,POINT (121.0745583 14.6534198)
7734,cafe,,,,POINT (121.0745818 14.6534757)
7735,bus_station,,,,POINT (121.0747485 14.6533932)
7736,,,,,POINT (121.07463 14.6535755)
7737,fast_food,,,,POINT (121.0735348 14.6541146)
7738,post_office,,,,POINT (121.0734841 14.6541428)
7739,atm,,,,POINT (121.0734747 14.6542008)
7740,toilets,,,,POINT (121.0735988 14.6543282)
7741,,,,,POINT (121.0747304 14.6542942)
7742,,,,research,POINT (121.0734102 14.6544066)
7743,,,kiosk,,POINT (121.0731762 14.6546185)
7744,,,,,POINT (121.0731911 14.6546665)
7745,,,,,POINT (121.0730104 14.6551533)
7746,,,,,POINT (121.0730593 14.6553204)
7747,,,,,POINT (121.0732306 14.6552491)
7748,,,,,POINT (121.0732539 14.6552782)
7749,,,,,POINT (121.0730587 14.6554246)
7750,,,,,POINT (121.0730581 14.6555296)
7751,,,,,POINT (121.0730894 14.6555749)
7752,,,,,POINT (121.0730456 14.6557151)
7753,,,,,POINT (121.0731763 14.6554731)
7754,,,,,POINT (121.0732758 14.6555453)
7755,parking,,,,POINT (121.0738529 14.6556796)
7756,parking,,,,POINT (121.0747965 14.6553378)
7757,,,books,,POINT (121.075634 14.6505806)
7758,restaurant,,,,POINT (121.0755104 14.6512849)
7759,cafe,,,,POINT (121.075163 14.6515094)
7760,restaurant,,,,POINT (121.0754299 14.6515184)
7761,internet_cafe,,,,POINT (121.0765 14.6508333)
7762,,,computer,,POINT (121.0774333 14.6504167)
7763,,,computer,,POINT (121.0763889 14.6515556)
7764,,,,,POINT (121.0769145 14.6511156)
7765,fast_food,,,,POINT (121.0749498 14.651752)
7766,fast_food,,,,POINT (121.0754326 14.6517546)
7767,fast_food,,,,POINT (121.0753253 14.6518376)
7768,cafe,,,,POINT (121.0752811 14.652005)
7769,,,optician,,POINT (121.0752019 14.6520932)
7770,,,department_store,,POINT (121.0755187 14.652113)
7771,cinema,,,,POINT (121.0750718 14.6523975)
7772,,apartments,,,POINT (121.0764891 14.6522167)
7773,,apartments,,,POINT (121.0775 14.6521167)
7774,,,computer,,POINT (121.0773889 14.6523056)
7775,,,hairdresser,,POINT (121.0762326 14.6529624)
7776,,,computer,,POINT (121.0768333 14.6527222)
7777,,,computer,,POINT (121.0771667 14.6523667)
7778,,,computer,,POINT (121.0771667 14.6524167)
7779,social_centre,,,,POINT (121.0779161 14.6508745)
7780,internet_cafe,,,,POINT (121.077891 14.6509124)
7781,,apartments,,,POINT (121.0778056 14.6514444)
7782,,apartments,,,POINT (121.0783892 14.6515537)
7783,,apartments,,,POINT (121.0784725 14.6515259)
7784,,apartments,,,POINT (121.0785003 14.6515537)
7785,,apartments,,,POINT (121.0786944 14.6515278)
7786,,apartments,,,POINT (121.07875 14.6515556)
7787,school,,,,POINT (121.0783072 14.6519617)
7788,,,,,POINT (121.0789293 14.6529004)
7789,,apartments,,,POINT (121.0790302 14.6517857)
7790,restaurant,,,,POINT (121.0799338 14.6530097)
7791,,,,,POINT (121.0803026 14.6528282)
7792,fountain,,,,POINT (121.0760254 14.6534248)
7793,,,,,POINT (121.0771772 14.6530366)
7794,atm,,,,POINT (121.0765818 14.6540958)
7795,,,,,POINT (121.0749149 14.65457)
7796,,,,,POINT (121.0753278 14.6548577)
7797,,,,,POINT (121.0760959 14.6550148)
7798,,,,government,POINT (121.0752635 14.6552322)
7799,,,,,POINT (121.0767559 14.6544394)
7800,restaurant,,,,POINT (121.0770221 14.6544271)
7801,fast_food,,,,POINT (121.0770736 14.6544632)
7802,parking,,,,POINT (121.0783782 14.6557223)
7803,restaurant,,,,POINT (121.0803515 14.645252)
7804,,,,,POINT (121.0824735 14.6455683)
7805,,,convenience,,POINT (121.0803705 14.6526784)
7806,,,,,POINT (121.0811587 14.6525063)
7807,,,convenience,,POINT (121.0814294 14.6526768)
7808,swimming_pool,,,,POINT (121.0818245 14.6550433)
7809,,,,,POINT (121.0698772 14.6557623)
7810,grit_bin,,,,POINT (121.06975 14.6559722)
7811,,,,,POINT (121.0697987 14.6559998)
7812,,,,,POINT (121.0697519 14.6560874)
7813,,,,,POINT (121.0697685 14.6560212)
7814,bench,,,,POINT (121.0698463 14.6560231)
7815,,,,,POINT (121.0698758 14.656016)
7816,,,,,POINT (121.069963 14.6560056)
7817,,,,,POINT (121.0694586 14.6561294)
7818,parking,,,,POINT (121.0693864 14.6563124)
7819,bench,,,,POINT (121.0698889 14.6561944)
7820,,,,,POINT (121.0699482 14.6561944)
7821,bench,,,,POINT (121.07 14.6561944)
7822,,,,,POINT (121.0698595 14.6563731)
7823,,,,,POINT (121.0701575 14.6559803)
7824,,,,,POINT (121.0702185 14.6560115)
7825,,,,,POINT (121.0703056 14.6560283)
7826,,,,,POINT (121.0704518 14.6560231)
7827,bench,,,,POINT (121.0700581 14.6561896)
7828,bench,,,,POINT (121.0701389 14.6561944)
7829,,,,,POINT (121.0701742 14.6562586)
7830,,,,,POINT (121.070216 14.6561781)
7831,,,,,POINT (121.0702016 14.6562641)
7832,,,,,POINT (121.070364 14.6562599)
7833,bench,,,,POINT (121.0704556 14.6562563)
7834,,,,,POINT (121.070593 14.6561765)
7835,lamppost,,,,POINT (121.0706423 14.6562167)
7836,,,,,POINT (121.0704827 14.6562956)
7837,bicycle_parking,,,,POINT (121.069525 14.6566755)
7838,library,,,,POINT (121.0697037 14.6564968)
7839,,,,,POINT (121.069777 14.6564816)
7840,,,,,POINT (121.0697931 14.6566711)
7841,,,,,POINT (121.0694505 14.6570219)
7842,,,,,POINT (121.0698125 14.6570526)
7843,,,,,POINT (121.070289 14.65647)
7844,,,,,POINT (121.0702875 14.656543)
7845,parking,,,,POINT (121.070042 14.6566761)
7846,parking,,,,POINT (121.0700323 14.6566958)
7847,,,,,POINT (121.0700983 14.6566887)
7848,bicycle_parking,,,,POINT (121.070397 14.6566992)
7849,,,,,POINT (121.0705677 14.6566339)
7850,,,,,POINT (121.0704993 14.6570857)
7851,,,kiosk,,POINT (121.0708525 14.6558019)
7852,,,,,POINT (121.0709306 14.6559031)
7853,,,,,POINT (121.0710325 14.6560225)
7854,,,,,POINT (121.0713484 14.6560368)
7855,lamppost,,,,POINT (121.0710604 14.6562108)
7856,lamppost,,,,POINT (121.0713072 14.6562322)
7857,parking,,,,POINT (121.0713476 14.6563263)
7858,,,,,POINT (121.071571 14.6560588)
7859,,,,,POINT (121.0717493 14.6560504)
7860,,,,,POINT (121.0718016 14.656051)
7861,,,,,POINT (121.0720454 14.6560686)
7862,lamppost,,,,POINT (121.0715402 14.6562303)
7863,lamppost,,,,POINT (121.0716488 14.6562306)
7864,lamppost,,,,POINT (121.0718497 14.6562485)
7865,parking,,,,POINT (121.0712462 14.6569041)
7866,,,,,POINT (121.0698081 14.6572834)
7867,,,,,POINT (121.069738 14.6573491)
7868,,,,,POINT (121.0697073 14.6574663)
7869,,,,,POINT (121.07055 14.6572)
7870,,,,,POINT (121.0706247 14.657383)
7871,,,,,POINT (121.07055 14.6574667)
7872,,,,,POINT (121.07065 14.6575667)
7873,,,,,POINT (121.0706235 14.6575875)
7874,,,,,POINT (121.07065 14.6577167)
7875,,,kiosk,,POINT (121.0695762 14.6578397)
7876,parking,,,,POINT (121.070365 14.65809)
7877,,,kiosk,,POINT (121.0704703 14.6581373)
7878,,,,,POINT (121.070775 14.6575357)
7879,,,,,POINT (121.0716412 14.658423)
7880,,,,,POINT (121.0720903 14.6560575)
7881,,,,,POINT (121.072205 14.6560556)
7882,,,,,POINT (121.072272 14.6560614)
7883,,,,,POINT (121.0724316 14.6560763)
7884,,,,,POINT (121.0727048 14.656001)
7885,lamppost,,,,POINT (121.0721155 14.6561951)
7886,lamppost,,,,POINT (121.072432 14.6561936)
7887,lamppost,,,,POINT (121.0726496 14.656218)
7888,,,,,POINT (121.0728962 14.6559238)
7889,,,,,POINT (121.0730024 14.6557985)
7890,,,,,POINT (121.0731026 14.6558176)
7891,lamppost,,,,POINT (121.0728377 14.6561512)
7892,library,,,,POINT (121.0732538 14.6561809)
7893,,,,,POINT (121.0731602 14.6563054)
7894,,,,,POINT (121.0728286 14.6568343)
7895,,,,,POINT (121.0734854 14.6559229)
7896,parking,,,,POINT (121.0747265 14.6558761)
7897,,,,,POINT (121.0746909 14.6567807)
7898,parking,,,,POINT (121.0747383 14.657086)
7899,,,,,POINT (121.0726782 14.6575639)
7900,,,,,POINT (121.0727373 14.6575656)
7901,,,,research,POINT (121.0729194 14.6572073)
7902,,,,research,POINT (121.072914 14.6572462)
7903,,,,,POINT (121.0732273 14.6573439)
7904,,,,,POINT (121.0727849 14.6575656)
7905,restaurant,,,,POINT (121.073764 14.6572284)
7906,,,,,POINT (121.0739784 14.6575674)
7907,,,,,POINT (121.0745018 14.6571896)
7908,,,,,POINT (121.0742651 14.657602)
7909,cafe,,,,POINT (121.0703032 14.6591742)
7910,,,,,POINT (121.0693685 14.6592962)
7911,,,copyshop,,POINT (121.0697956 14.6592771)
7912,,,clothes,,POINT (121.0698735 14.6592871)
7913,,,massage,,POINT (121.0699593 14.6592908)
7914,fast_food,,,,POINT (121.069632 14.6595649)
7915,bicycle_parking,,,,POINT (121.0693487 14.6597263)
7916,,,kiosk,,POINT (121.0693837 14.6597242)
7917,,,kiosk,,POINT (121.0693856 14.6597212)
7918,fast_food,,,,POINT (121.06945 14.6597833)
7919,parking_space,,,,POINT (121.0694604 14.6597923)
7920,fast_food,,,,POINT (121.0697019 14.6595638)
7921,toilets,,,,POINT (121.0699305 14.6595879)
7922,,,copyshop,,POINT (121.0699146 14.6596595)
7923,,,yes,,POINT (121.0700815 14.6592903)
7924,,,yes,,POINT (121.0702035 14.6593128)
7925,,,convenience,,POINT (121.070292 14.659307)
7926,restaurant,,,,POINT (121.0703496 14.6593148)
7927,,,,,POINT (121.0702997 14.6594225)
7928,,,laundry,,POINT (121.0704203 14.6593062)
7929,,,,,POINT (121.0703782 14.659451)
7930,,,bookmaker,,POINT (121.0701989 14.6595627)
7931,waste_basket,,,,POINT (121.0700872 14.6597455)
7932,bank,,,,POINT (121.0703155 14.6597937)
7933,fast_food,,food,,POINT (121.0704211 14.6596717)
7934,parking,,,,POINT (121.0704175 14.6598003)
7935,,,,,POINT (121.0708349 14.6587301)
7936,,,,,POINT (121.0712949 14.658657)
7937,,,,,POINT (121.0716182 14.6587087)
7938,,,,,POINT (121.0716199 14.6587377)
7939,,,,,POINT (121.0712933 14.6592017)
7940,,,,,POINT (121.071677 14.6594719)
7941,,,,,POINT (121.0699667 14.6599333)
7942,bank,,,,POINT (121.0703634 14.659907)
7943,,,,,POINT (121.07015 14.6600667)
7944,atm,,,,POINT (121.0703073 14.6600867)
7945,,,,,POINT (121.0704722 14.6601667)
7946,pharmacy,,,,POINT (121.0712529 14.6599078)
7947,parking,,,,POINT (121.0721235 14.6587482)
7948,fast_food,,,,POINT (121.0721041 14.6589419)
7949,fast_food,,,,POINT (121.0725102 14.6589176)
7950,,,,,POINT (121.0728251 14.6590439)
7951,,,,,POINT (121.0739809 14.6592486)
7952,,,,,POINT (121.0747582 14.6594725)
7953,,,bakery,,POINT (121.0743519 14.6598358)
7954,parking,,,,POINT (121.0733117 14.6610088)
7955,,,bakery,,POINT (121.074804 14.6606713)
7956,fountain,,,,POINT (121.0750902 14.6558344)
7957,bank,,,,POINT (121.0750322 14.6562531)
7958,atm,,,,POINT (121.0753036 14.6561174)
7959,atm,,,,POINT (121.0753039 14.6561225)
7960,atm,,,,POINT (121.0753028 14.6561325)
7961,atm,,,,POINT (121.0755713 14.6560508)
7962,,,,,POINT (121.0756018 14.6563978)
7963,,,,government,POINT (121.075525 14.6564906)
7964,place_of_worship,,,,POINT (121.0750289 14.6585681)
7965,public_building,,,,POINT (121.077247 14.65963)
7966,,,variety_store,,POINT (121.0748341 14.6604671)
7967,,,,,POINT (121.0765353 14.6601703)
7968,,,,,POINT (121.0797321 14.6588044)
7969,,,,,POINT (121.0783705 14.6608913)
7970,,,,,POINT (121.0784519 14.6609452)
7971,,,,,POINT (121.0799018 14.6610932)
7972,,office,,,POINT (121.0699754 14.6629417)
7973,dentist,,,,POINT (121.0696107 14.6637927)
7974,,,convenience,,POINT (121.0697373 14.6637994)
7975,,,,,POINT (121.0698564 14.6639312)
7976,,,sports,,POINT (121.0712326 14.66379)
7977,,,,,POINT (121.0741498 14.6631949)
7978,,,butcher,,POINT (121.0747457 14.6636232)
7979,school,,,,POINT (121.0693623 14.6642495)
7980,,,beverages,,POINT (121.0701821 14.6656409)
7981,fast_food,,,,POINT (121.0704859 14.6660419)
7982,fast_food,,,,POINT (121.070646 14.666149)
7983,,,,,POINT (121.0716477 14.6660593)
7984,fast_food,,,,POINT (121.0711119 14.6664841)
7985,pharmacy,,,,POINT (121.0712683 14.6665751)
7986,restaurant,,,,POINT (121.0713577 14.6666344)
7987,pharmacy,,,,POINT (121.073902 14.6649184)
7988,,,,,POINT (121.0720969 14.6658897)
7989,,,car,,POINT (121.0729779 14.6665119)
7990,school,,,,POINT (121.0743731 14.6654706)
7991,,,,,POINT (121.0768988 14.6620787)
7992,car_wash,,,,POINT (121.075007 14.6636126)
7993,restaurant,,,,POINT (121.0759433 14.6638427)
7994,restaurant,,,,POINT (121.0762126 14.6638451)
7995,,,,,POINT (121.0788925 14.6618409)
7996,,,,,POINT (121.0754337 14.6650809)
7997,,,,lawyer,POINT (121.0754508 14.6657492)
7998,,,,,POINT (121.0788344 14.6640575)
7999,,,,,POINT (121.0789326 14.6640847)
8000,,,,,POINT (121.0795915 14.6640034)
8001,,,butcher,,POINT (121.0792859 14.6646791)
8002,,,,,POINT (121.0801113 14.6649819)
8003,,,,,POINT (121.0776398 14.6664132)
8004,,,,,POINT (121.0776698 14.6664623)
8005,,,,,POINT (121.0790788 14.666129)
8006,,,,,POINT (121.0795686 14.6667265)
8007,restaurant,,,,POINT (121.0797067 14.6664281)
8008,,,,,POINT (121.0796396 14.6667356)
8009,,,,,POINT (121.0840879 14.6607895)
8010,restaurant,,,,POINT (121.0841311 14.663314)
8011,restaurant,,,,POINT (121.0840262 14.6634637)
8012,restaurant,,,,POINT (121.08404 14.6635212)
8013,cafe,,,,POINT (121.0842223 14.6633475)
8014,school,,,,POINT (121.0842343 14.6633218)
